Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
05 March 2021, 1.1938, 129.30, 1.9558, 26.303, 7.4363, 0.86300, 366.29, 4.5748, 4.8813, 10.1863, 1.1066, 152.90, 10.2110, 7.5745, 88.8807, 8.9502, 1.5565, 6.7979, 1.5160, 7.7489, 9.2695, 17184.09, 3.9606, 87.2305, 1347.11, 25.3204, 4.8635, 1.6737, 58.048, 1.6008, 36.422, 18.2619, 
